Set,KL Divergence
Set778,-0.0186490423160763
Set702,-0.0186490423160763
Set510,-0.0186490423160763
Set548,-0.0186490423160763
Set194,-0.0186490423160763
Set203,-0.0186490423160763
Set820,-0.0186490423160763
Set566,-0.0186490423160763
Set238,-0.0186490423160763
Set560,-0.0186490423160763
Set833,-0.0186490423160763
Set582,-0.0186490423160763
Set516,-0.0162657120066696
Set669,-0.0162657120066696
Set177,-0.0162657120066696
Set762,-0.0162657120066696
Set637,-0.0162657120066696
Set539,-0.0162657120066696
Set224,-0.0162657120066696
Set996,-0.0162657120066696
Set939,-0.0162657120066696
Set26,-0.0162657120066696
Set256,-0.0162657120066696
Set244,-0.0162657120066696
Set967,-0.0162657120066696
Set352,-0.0162657120066696
Set426,-0.0162657120066696
Set998,-0.0162657120066696
Set871,-0.0160159717566589
Set523,-0.0160159717566589
Set672,-0.0160159717566589
Set115,-0.0160159717566589
Set245,-0.0160159717566589
Set217,-0.0160159717566589
Set832,-0.0160159717566589
Set53,-0.0160159717566589
Set654,-0.0160159717566589
Set632,-0.0160159717566589
Set555,-0.0158178313512552
Set29,-0.0158178313512552
Set212,-0.0158178313512552
Set844,-0.0158178313512552
Set294,-0.0113228856031397
Set997,-0.0113228856031397
Set547,-0.0113228856031397
Set16,-0.0113228856031397
Set314,-0.0113228856031397
Set791,-0.0113228856031397
Set70,-0.0113228856031397
Set714,-0.0113228856031397
Set433,-0.0113228856031397
Set506,-0.0113228856031397
Set671,-0.0113228856031397
Set206,-0.0113228856031397
Set47,-0.0113228856031397
Set65,-0.0106813205648254
Set491,-0.0106813205648254
Set338,-0.0106813205648254
Set738,-0.0106813205648254
Set793,-0.0106813205648254
Set223,-0.0106813205648254
Set84,-0.0106813205648254
Set706,-0.0106813205648254
Set334,-0.0082550150220224
Set570,-0.0082550150220224
Set285,-0.0082550150220224
Set936,-0.0082550150220224
Set698,-0.0082550150220224
Set20,-0.0082550150220224
Set144,-0.0082550150220224
Set889,-0.0082550150220224
Set94,-0.0082550150220224
Set4,-0.0082550150220224
Set1040,-0.0082550150220224
Set647,-0.0082550150220224
Set739,-0.0077777869891003
Set148,-0.0077777869891003
Set920,-0.0077777869891003
Set14,-0.0077777869891003
Set515,-0.0077777869891003
Set830,-0.0077777869891003
Set842,-0.0077777869891003
Set254,-0.0077777869891003
Set28,-0.0077777869891003
Set911,-0.0077777869891003
Set59,-0.0077777869891003
Set1024,-0.0077777869891003
Set1005,-0.0077777869891003
Set782,-0.0077777869891003
Set711,-0.0077777869891003
Set126,-0.0073299063336859
Set277,-0.0073299063336859
Set233,-0.0073299063336859
Set417,-0.0073299063336859
Set801,-0.0073299063336859
Set677,-0.0073299063336859
Set906,-0.0073299063336859
Set191,-0.0073299063336859
Set802,-0.0073299063336859
Set10,-0.0073299063336859
Set616,-0.0064361150667205
Set230,-0.0064361150667205
Set633,-0.0064361150667205
Set697,-0.0064361150667205
Set359,-0.0064361150667205
Set346,-0.0064361150667205
Set913,-0.0064361150667205
Set986,-0.0064361150667205
Set585,-0.0064361150667205
Set578,-0.006034368046858
Set837,-0.006034368046858
Set1000,-0.006034368046858
Set292,-0.006034368046858
Set218,-0.006034368046858
Set1017,-0.006034368046858
Set656,-0.006034368046858
Set943,-0.006034368046858
Set112,-0.006034368046858
Set95,-0.006034368046858
Set940,-0.006034368046858
Set1044,-0.0049465760242791
Set696,-0.0049465760242791
Set915,-0.0049465760242791
Set874,-0.0049465760242791
Set159,-0.0049465760242791
Set421,-0.0049465760242791
Set745,-0.0049465760242791
Set1011,-0.0049465760242791
Set264,-0.0049465760242791
Set214,-0.0049465760242791
Set985,-0.0049465760242791
Set475,-0.0042324032804055
Set211,-0.0042324032804055
Set835,-0.0042324032804055
Set751,-0.0042324032804055
Set715,-0.0042324032804055
Set216,-0.0042324032804055
Set863,-0.0041894280470092
Set67,-0.0041894280470092
Set881,-0.0041894280470092
Set464,-0.0041894280470092
Set439,-0.0041894280470092
Set161,-0.0041894280470092
Set374,-0.0041894280470092
Set90,-0.003084700835581
Set608,-0.003084700835581
Set1001,-0.003084700835581
Set406,-0.003084700835581
Set605,-0.003084700835581
Set480,-0.003084700835581
Set513,-0.003084700835581
Set167,-0.003084700835581
Set810,-0.003084700835581
Set380,-0.003084700835581
Set773,-0.003084700835581
Set956,-0.003084700835581
Set770,-0.003084700835581
Set826,-0.003084700835581
Set15,-0.003084700835581
Set977,-0.0017439665008575
Set968,-0.0017439665008575
Set8,-0.0017439665008575
Set373,-0.0017439665008575
Set897,-0.0017439665008575
Set377,-0.0017439665008575
Set903,-0.0017439665008575
Set402,-0.0017439665008575
Set1033,-0.0017439665008575
Set603,-0.0017439665008575
Set537,-0.0017439665008575
Set287,-0.0017439665008575
Set427,-0.0017439665008575
Set688,-0.0017439665008575
Set156,-0.0017439665008575
Set693,-0.0017439665008575
Set501,-0.0017439665008575
Set155,-0.0017439665008575
Set343,-0.000880989049266
Set811,-0.000880989049266
Set638,-0.000880989049266
Set995,-0.000880989049266
Set280,-0.000880989049266
Set703,-0.000880989049266
Set73,-0.000880989049266
Set590,-0.000880989049266
Set263,-0.000880989049266
Set297,-0.0004516302761636
Set143,-0.0004516302761636
Set910,-0.0004516302761636
Set399,-0.0004516302761636
Set35,-0.0004516302761636
Set31,-0.0004516302761636
Set794,-0.0004516302761636
Set104,-0.0004516302761636
Set1019,-0.0004516302761636
Set902,0.0011612207460172
Set587,0.0011612207460172
Set317,0.0011612207460172
Set78,0.0011612207460172
Set185,0.0011612207460172
Set815,0.0031857792689578
Set309,0.0031857792689578
Set875,0.0031857792689578
Set713,0.0031857792689578
Set489,0.0031857792689578
Set586,0.0031857792689578
Set629,0.0031857792689578
Set234,0.0031857792689578
Set945,0.0042555217371636
Set36,0.0042555217371636
Set186,0.0042555217371636
Set522,0.0042555217371636
Set890,0.0042555217371636
Set130,0.0042555217371636
Set924,0.0042555217371636
Set441,0.0042555217371636
Set1030,0.0048830209156698
Set93,0.0048830209156698
Set235,0.0048830209156698
Set829,0.0048830209156698
Set661,0.0048830209156698
Set398,0.0048830209156698
Set125,0.0048830209156698
Set326,0.0048830209156698
Set461,0.0048830209156698
Set668,0.0060934795788366
Set564,0.0060934795788366
Set482,0.0060934795788366
Set416,0.0060934795788366
Set613,0.006494218266701
Set859,0.006494218266701
Set311,0.006494218266701
Set89,0.006494218266701
Set82,0.006494218266701
Set518,0.006494218266701
Set448,0.006494218266701
Set27,0.006494218266701
Set987,0.006494218266701
Set609,0.006494218266701
Set712,0.006494218266701
Set674,0.006494218266701
Set1031,0.006494218266701
Set1,0.006494218266701
Set56,0.0066818272799667
Set772,0.0066818272799667
Set758,0.0066818272799667
Set1027,0.0066818272799667
Set662,0.0066818272799667
Set409,0.0066818272799667
Set805,0.0066818272799667
Set817,0.0066818272799667
Set496,0.0066818272799667
Set331,0.0067209787573428
Set362,0.0067209787573428
Set716,0.0067209787573428
Set846,0.0067209787573428
Set919,0.0067209787573428
Set163,0.0067439585167116
Set386,0.0067439585167116
Set938,0.0067439585167116
Set485,0.0067439585167116
Set193,0.0067439585167116
Set494,0.0067439585167116
Set763,0.0073293152718277
Set19,0.0073293152718277
Set77,0.0073293152718277
Set262,0.0073293152718277
Set363,0.0073293152718277
Set623,0.0073293152718277
Set444,0.0073293152718277
Set384,0.0073293152718277
Set336,0.0073293152718277
Set710,0.0073293152718277
Set100,0.0073293152718277
Set107,0.0083785186575276
Set128,0.0083785186575276
Set839,0.0083785186575276
Set337,0.0083785186575276
Set146,0.0083785186575276
Set946,0.008826399312942
Set281,0.008826399312942
Set876,0.008826399312942
Set192,0.008826399312942
Set659,0.008826399312942
Set562,0.0089017820462063
Set709,0.0089017820462063
Set861,0.0089017820462063
Set796,0.0089017820462063
Set700,0.0089017820462063
Set313,0.0089017820462063
Set870,0.0089017820462063
Set361,0.0089017820462063
Set276,0.0089017820462063
Set882,0.0089130468737109
Set694,0.0089130468737109
Set720,0.0089130468737109
Set25,0.0089130468737109
Set992,0.0089130468737109
Set752,0.0089130468737109
Set293,0.0089130468737109
Set530,0.0089130468737109
Set748,0.0089130468737109
Set97,0.0089130468737109
Set348,0.0111443704132658
Set411,0.0111443704132658
Set789,0.0111443704132658
Set101,0.0111443704132658
Set181,0.0112097296223488
Set622,0.0112097296223488
Set66,0.0117042301931916
Set196,0.0117042301931916
