Set,KL Divergence
Set1,0.006494218266701052
Set10,-0.00732990633368598
Set100,0.007329315271827789
Set1000,-0.006034368046858075
Set1001,-0.0030847008355810697
Set1002,0.03128733280422351
Set1003,0.13131066036020245
Set1004,0.18530357511172313
Set1005,-0.00777778698910036
Set1006,0.13367470848225693
Set1007,0.07149388987546795
Set1008,0.03940439976410367
Set1009,0.02290026416333968
Set101,0.011144370413265874
Set1010,0.10368049933157898
Set1011,-0.004946576024279195
Set1012,0.047642584531662306
Set1013,0.0632510127423989
Set1014,0.030652090291033385
Set1015,0.05854449004897427
Set1016,0.14022859322794454
Set1017,-0.006034368046858075
Set1018,0.014495784644405374
Set1019,-0.00045163027616367413
Set102,0.055437390963239526
Set1020,0.04271283876184689
Set1021,0.056673600570597636
Set1022,0.05317487013316732
Set1023,0.0846066116344831
Set1024,-0.00777778698910036
Set1025,0.1368552710047678
Set1026,0.037130100991152486
Set1027,0.006681827279966734
Set1028,0.01535069933062624
Set1029,9.86256961830049
Set103,0.025180296270575286
Set1030,0.0048830209156698395
Set1031,0.006494218266701052
Set1032,0.06891638226009704
Set1033,-0.0017439665008575841
Set1034,0.08619063879515995
Set1035,0.16072335991118328
Set1036,0.07758525431075658
Set1037,0.03008924554519845
Set1038,0.1368552710047678
Set1039,0.061649999611677546
Set104,-0.00045163027616367413
Set1040,-0.008255015022022423
Set1041,0.03800477935838171
Set1042,0.06654280054213335
Set1043,0.06917135569694041
Set1044,-0.004946576024279195
Set1045,0.039522576747467564
Set105,0.05311273889642241
Set106,0.02122051302249748
Set107,0.00837851865752765
Set108,0.030342365208351086
Set109,0.03800477935838171
Set11,0.025338552050177134
Set110,0.04421566290098686
Set111,0.14498632923434526
Set112,-0.006034368046858075
Set113,0.08891427839082713
Set114,0.013146987544311244
Set115,-0.016015971756658996
Set116,0.04790466552697395
Set117,0.05310229548172175
Set118,0.015703132416192242
Set119,0.08095568724651908
Set12,0.023724516474990704
Set120,0.09494294826823022
Set121,0.03116897483756293
Set122,0.07940731838902693
Set123,0.0806269531252185
Set124,0.14447058107596866
Set125,0.0048830209156698395
Set126,-0.00732990633368598
Set127,0.03253964900488789
Set128,0.00837851865752765
Set129,0.04208320539793523
Set13,0.013146987544311244
Set130,0.004255521737163682
Set131,0.05757080822652907
Set132,0.12999322840649846
Set133,0.015055644424331188
Set134,0.02766873305012327
Set135,0.12988320359096045
Set136,0.10157225589802604
Set137,0.023724516474990704
Set138,0.13856013033076645
Set139,0.05317487013316732
Set14,-0.00777778698910036
Set140,0.033857223010381264
Set141,0.16790088577437376
Set142,0.09484129479224435
Set143,-0.00045163027616367413
Set144,-0.008255015022022423
Set145,0.050943546593612415
Set146,0.00837851865752765
Set147,0.02165782105933197
Set148,-0.00777778698910036
Set149,0.050943546593612415
Set15,-0.0030847008355810697
Set150,0.020342576337186582
Set151,0.0745526298496424
Set152,0.014504915251348241
Set153,0.022838132926594742
Set154,0.047673234721998234
Set155,-0.0017439665008575841
Set156,-0.0017439665008575841
Set157,0.08385747016663617
Set158,0.06654280054213335
Set159,-0.004946576024279195
Set16,-0.011322885603139703
Set160,0.08823830247776182
Set161,-0.004189428047009294
Set162,0.047642584531662306
Set163,0.006743958516711667
Set164,0.17089078010837608
Set165,0.055012827974840285
Set166,0.10385168410582359
Set167,-0.0030847008355810697
Set168,0.08020639631433468
Set169,0.014495784644405374
Set17,0.019784302200687002
Set170,0.030661220897976252
Set171,0.03008924554519845
Set172,0.046949465945670295
Set173,0.050943546593612415
Set174,0.13282874530428213
Set175,0.02122051302249748
Set176,0.08020639631433468
Set177,-0.016265712006669604
Set178,0.206662988399404
Set179,0.09484129479224435
Set18,0.04234771413710755
Set180,0.03072747302429769
Set181,0.011209729622348815
Set182,0.05310229548172175
Set183,0.206662988399404
Set184,0.02394286013802297
Set185,0.0011612207460172733
Set186,0.004255521737163682
Set187,0.04736438994574078
Set188,0.07268259001093481
Set189,0.05480495653186814
Set19,0.007329315271827789
Set190,0.03072747302429769
Set191,-0.00732990633368598
Set192,0.00882639931294203
Set193,0.006743958516711667
Set194,-0.018649042316076385
Set195,0.15412447181126177
Set196,0.011704230193191688
Set197,0.03889027505859202
Set198,0.18112533256666616
Set199,0.01651399032907282
Set2,0.055437390963239526
Set20,-0.008255015022022423
Set200,0.02122051302249748
Set201,0.038464605643835
Set202,0.025180296270575286
Set203,-0.018649042316076385
Set204,0.04393370120489211
Set205,0.01938255518082451
Set206,-0.011322885603139703
Set207,0.02394286013802297
Set208,0.019784302200687002
Set209,0.09107699248649978
Set21,0.014495784644405374
Set210,0.03452038906870243
Set211,-0.0042324032804055695
Set212,-0.015817831351255224
Set213,0.13933387298002387
Set214,-0.004946576024279195
Set215,0.07484530410660746
Set216,-0.0042324032804055695
Set217,-0.016015971756658996
Set218,-0.006034368046858075
Set219,0.047592132362472915
Set22,0.046263326583588726
Set220,0.015152403243209302
Set221,0.01685062703260789
Set222,0.025180296270575286
Set223,-0.01068132056482548
Set224,-0.016265712006669604
Set225,0.047991889124246935
Set226,0.09377657633530473
Set227,0.06772591241028514
Set228,0.01938255518082451
Set229,0.046949465945670295
Set23,0.18282142068492896
Set230,-0.006436115066720573
Set231,0.07797110756721645
Set232,0.045598063199965407
Set233,-0.00732990633368598
Set234,0.003185779268957835
Set235,0.0048830209156698395
Set236,0.17920706546049944
Set237,0.03940439976410367
Set238,-0.018649042316076385
Set239,0.013594868199725624
Set24,0.026146571924337968
Set240,0.052063223464309916
Set241,0.04829007252352336
Set242,0.015703132416192242
Set243,0.02165782105933197
Set244,-0.016265712006669604
Set245,-0.016015971756658996
Set246,0.047896393891832006
Set247,0.07576551415254179
Set248,0.039656899855132176
Set249,0.014495784644405374
Set25,0.008913046873710972
Set250,0.11440769291260144
Set251,0.015704675370464334
Set252,0.01501266919093492
Set253,0.06432215356696899
Set254,-0.00777778698910036
Set255,0.12022507281490237
Set256,-0.016265712006669604
Set257,0.02290026416333968
Set258,0.015055644424331188
Set259,0.015055644424331188
Set26,-0.016265712006669604
Set260,0.15468545966114058
Set261,0.026146571924337968
Set262,0.007329315271827789
Set263,-0.00088098904926607
Set264,-0.004946576024279195
Set265,0.042730693389796286
Set266,0.036814309508569794
Set267,0.014504915251348241
Set268,0.09401737449401365
Set269,0.013146987544311244
Set27,0.006494218266701052
Set270,0.11483550873143175
Set271,0.043298802970727655
Set272,0.02439074079343735
Set273,0.1355220705345199
Set274,0.13856013033076645
Set275,0.05317487013316732
Set276,0.008901782046206338
Set277,-0.00732990633368598
Set278,0.07643775969434094
Set279,0.012967369021219467
Set28,-0.00777778698910036
Set280,-0.00088098904926607
Set281,0.00882639931294203
Set282,0.01685062703260789
Set283,0.019697654639918065
Set284,0.08666485337526121
Set285,-0.008255015022022423
Set286,0.045598063199965407
Set287,-0.0017439665008575841
Set288,0.0632510127423989
Set289,0.03889027505859202
Set29,-0.015817831351255224
Set290,0.01535069933062624
Set291,0.01651399032907282
Set292,-0.006034368046858075
Set293,0.008913046873710972
Set294,-0.011322885603139703
Set295,0.05509749084654278
Set296,0.06363279695350506
Set297,-0.00045163027616367413
Set298,0.0937211924518668
Set299,0.03616682151670874
Set3,0.06772591241028514
Set30,9.827879445054554
Set300,0.3005424962683214
Set301,0.0846066116344831
Set302,0.023724516474990704
Set303,0.051590870216953966
Set304,0.02317378730200775
Set305,0.02886102726142045
Set306,0.050943546593612415
Set307,0.07786106884738564
Set308,0.016725562226512586
Set309,0.003185779268957835
Set31,-0.00045163027616367413
Set310,0.06891638226009704
Set311,0.006494218266701052
Set312,0.08006596527533968
Set313,0.008901782046206338
Set314,-0.011322885603139703
Set315,0.03008924554519845
Set316,0.015704675370464334
Set317,0.0011612207460172733
Set318,0.03113844893089831
Set319,0.045598063199965407
Set32,0.08891427839082713
Set320,9.837230160290432
Set321,0.047592132362472915
Set322,0.06891638226009704
Set323,0.020342576337186582
Set324,0.015703132416192242
Set325,0.01501266919093492
Set326,0.0048830209156698395
Set327,0.05509749084654278
Set328,0.08006596527533968
Set329,0.15073727787844463
Set33,0.05232312716333676
Set330,0.03940439976410367
Set331,0.006720978757342809
Set332,0.02103932656229785
Set333,0.03113844893089831
Set334,-0.008255015022022423
Set335,0.030342365208351086
Set336,0.007329315271827789
Set337,0.00837851865752765
Set338,-0.01068132056482548
Set339,0.027294068648877325
Set34,0.047592132362472915
Set340,0.09377657633530473
Set341,0.011704230193191688
Set342,0.01938255518082451
Set343,-0.00088098904926607
Set344,0.055012827974840285
Set345,0.18413257415426607
Set346,-0.006436115066720573
Set347,0.04271283876184689
Set348,0.011144370413265874
Set349,0.015055644424331188
Set35,-0.00045163027616367413
Set350,0.03606212421613121
Set351,0.17089078010837608
Set352,-0.016265712006669604
Set353,0.0312119500709592
Set354,0.01501266919093492
Set355,0.11920927979510226
Set356,0.030652090291033385
Set357,0.03480219060625368
Set358,0.01938255518082451
Set359,-0.006436115066720573
Set36,0.004255521737163682
Set360,0.12104723763677525
Set361,0.008901782046206338
Set362,0.006720978757342809
Set363,0.007329315271827789
Set364,0.05311273889642241
Set365,0.13856013033076645
Set366,0.12660690170733335
Set367,0.020342576337186582
Set368,0.036814309508569794
Set369,0.0626954467668458
Set37,0.2759770564272358
Set370,0.12151396905316308
Set371,0.028094402464880295
Set372,0.06888726033194426
Set373,-0.0017439665008575841
Set374,-0.004189428047009294
Set375,0.056673600570597636
Set376,0.014504915251348241
Set377,-0.0017439665008575841
Set378,0.10001377581326418
Set379,0.055437390963239526
Set38,0.14094832321242465
Set380,-0.0030847008355810697
Set381,0.2982916291299637
Set382,0.025338552050177134
Set383,0.05469475106945522
Set384,0.007329315271827789
Set385,0.05791205561760287
Set386,0.006743958516711667
Set387,0.02122051302249748
Set388,0.015152403243209302
Set389,0.038175896594433247
Set39,0.043298802970727655
Set390,0.03940439976410367
Set391,0.12892318243459838
Set392,0.03072747302429769
Set393,0.06709985224024043
Set394,0.07993058177770562
Set395,0.1292644450042161
Set396,0.04736438994574078
Set397,0.13543269653985268
Set398,0.0048830209156698395
Set399,-0.00045163027616367413
Set4,-0.008255015022022423
Set40,0.07831402827308573
Set400,0.12792112707915806
Set401,0.03803546555543825
Set402,-0.0017439665008575841
Set403,0.20269833580535637
Set404,0.040165723739709294
Set405,0.1870470857550041
Set406,-0.0030847008355810697
Set407,0.015152403243209302
Set408,0.09070235645453092
Set409,0.006681827279966734
Set41,0.043298802970727655
Set410,0.2901905391224607
Set411,0.011144370413265874
Set412,0.09200914279498086
Set413,0.1153078619787877
Set414,0.14680561103723774
Set415,0.1466747398618812
Set416,0.006093479578836651
Set417,-0.00732990633368598
Set418,0.04131321835612494
Set419,0.03940439976410367
Set42,0.019784302200687002
Set420,0.08305325866802155
Set421,-0.004946576024279195
Set422,0.038175896594433247
Set423,0.1133640006599109
Set424,0.07831402827308573
Set425,0.15412447181126177
Set426,-0.016265712006669604
Set427,-0.0017439665008575841
Set428,0.01938255518082451
Set429,0.04829007252352336
Set43,0.12988320359096045
Set430,0.1020276134892335
Set431,0.04208320539793523
Set432,0.028094402464880295
Set433,-0.011322885603139703
Set434,0.07470079569560228
Set435,0.1018728650802115
Set436,0.07993058177770562
Set437,0.06973121547686623
Set438,0.06363279695350506
Set439,-0.004189428047009294
Set44,0.26492902049389505
Set440,0.09746072596897293
Set441,0.004255521737163682
Set442,0.18014997742942548
Set443,0.03113844893089831
Set444,0.007329315271827789
Set445,0.08844428400211546
Set446,0.030652090291033385
Set447,0.04790466552697395
Set448,0.006494218266701052
Set449,0.07636216549665113
Set45,0.08305325866802155
Set450,0.046949465945670295
Set451,0.02886102726142045
Set452,9.855444328692796
Set453,0.16337160163311434
Set454,0.08048333399916313
Set455,0.11450611899393678
Set456,0.038175896594433247
Set457,0.016725562226512586
Set458,0.13856013033076645
Set459,0.07190622977436857
Set46,0.01938255518082451
Set460,0.06973121547686623
Set461,0.0048830209156698395
Set462,0.01307160481104694
Set463,0.03927392060244348
Set464,-0.004189428047009294
Set465,0.16082805721176072
Set466,0.08020639631433468
Set467,0.03940439976410367
Set468,0.05656119683233243
Set469,0.022650523913329064
Set47,-0.011322885603139703
Set470,0.047673234721998234
Set471,0.12724950410291905
Set472,0.058700538120685666
Set473,0.019784302200687002
Set474,0.1530115766513958
Set475,-0.0042324032804055695
Set476,0.07511802616068071
Set477,0.13536558544173027
Set478,0.02886102726142045
Set479,0.020342576337186582
Set48,0.06719328471331333
Set480,-0.0030847008355810697
Set481,0.05480495653186814
Set482,0.006093479578836651
Set483,0.18050412990868567
Set484,0.06549062366316694
Set485,0.006743958516711667
Set486,0.06010932114118782
Set487,0.07243885747134036
Set488,0.056397412119601614
Set489,0.003185779268957835
Set49,0.0618867174172231
Set490,0.03480219060625368
Set491,-0.01068132056482548
Set492,0.17967762418206953
Set493,0.02394286013802297
Set494,0.006743958516711667
Set495,0.038175896594433247
Set496,0.006681827279966734
Set497,0.016725562226512586
Set498,9.85064488348976
Set499,0.01651399032907282
Set5,0.02886102726142045
Set50,0.11920927979510226
Set500,0.08388221805691315
Set501,-0.0017439665008575841
Set502,0.037130100991152486
Set503,0.01685062703260789
Set504,0.03553886082745252
Set505,0.055437390963239526
Set506,-0.011322885603139703
Set507,0.02290026416333968
Set508,0.23869093527521515
Set509,0.01307160481104694
Set51,0.0328818678731406
Set510,-0.018649042316076385
Set511,0.04234771413710755
Set512,0.07990648386081921
Set513,-0.0030847008355810697
Set514,0.06772591241028514
Set515,-0.00777778698910036
Set516,-0.016265712006669604
Set517,0.13131066036020245
Set518,0.006494218266701052
Set519,0.04131321835612494
Set52,0.03940439976410367
Set520,0.06677348795364223
Set521,0.06717523497350474
Set522,0.004255521737163682
Set523,-0.016015971756658996
Set524,0.015703132416192242
Set525,0.050943546593612415
Set526,0.04483569356736826
Set527,0.015055644424331188
Set528,0.07953899315898998
Set529,0.03803546555543825
Set53,-0.016015971756658996
Set530,0.008913046873710972
Set531,0.03781412670595998
Set532,0.022838132926594742
Set533,0.026574387743168275
Set534,0.03553886082745252
Set535,0.025338552050177134
Set536,0.015703132416192242
Set537,-0.0017439665008575841
Set538,0.07953899315898998
Set539,-0.016265712006669604
Set54,0.013146987544311244
Set540,0.046949465945670295
Set541,0.1312725332340734
Set542,0.033857223010381264
Set543,0.14406616789828144
Set544,0.04829007252352336
Set545,0.2759770564272358
Set546,0.025338552050177134
Set547,-0.011322885603139703
Set548,-0.018649042316076385
Set549,0.10561911764614745
Set55,0.27816539834463444
Set550,0.015055644424331188
Set551,0.04734566471884906
Set552,0.03553886082745252
Set553,0.06772591241028514
Set554,0.013594868199725624
Set555,-0.015817831351255224
Set556,0.06926904454305041
Set557,0.050943546593612415
Set558,0.06434341344513578
Set559,0.2532162405556834
Set56,0.006681827279966734
Set560,-0.018649042316076385
Set561,0.058869144408474905
Set562,0.008901782046206338
Set563,0.07867826557704122
Set564,0.006093479578836651
Set565,0.028094402464880295
Set566,-0.018649042316076385
Set567,0.06432215356696899
Set568,0.04271283876184689
Set569,0.03940439976410367
Set57,0.17443830645451858
Set570,-0.008255015022022423
Set571,0.011704230193191688
Set572,0.07484530410660746
Set573,0.057306035001969034
Set574,0.037130100991152486
Set575,0.038175896594433247
Set576,0.047592132362472915
Set577,0.1354466878012556
Set578,-0.006034368046858075
Set579,9.851914314853019
Set58,0.014495784644405374
Set580,0.053794582003268976
Set581,0.03940439976410367
Set582,-0.018649042316076385
Set583,0.4487103748729762
Set584,0.17621537822272854
Set585,-0.006436115066720573
Set586,0.003185779268957835
Set587,0.0011612207460172733
Set588,0.036814309508569794
Set589,0.04781801796620501
Set59,-0.00777778698910036
Set590,-0.00088098904926607
Set591,0.15224410055784787
Set592,0.15632001564913903
Set593,0.01685062703260789
Set594,0.04271283876184689
Set595,0.1133640006599109
Set596,0.013455250354898397
Set597,0.045618026008721745
Set598,0.2955601590382676
Set599,0.08249227081814271
Set6,0.12662997540746962
Set60,0.07143387652701262
Set600,0.1618972494108155
Set601,0.12828600485583574
Set602,0.03594060784731501
Set603,-0.0017439665008575841
Set604,0.03606212421613121
Set605,-0.0030847008355810697
Set606,0.11786478814346829
Set607,0.047673234721998234
Set608,-0.0030847008355810697
Set609,0.006494218266701052
Set61,0.0328818678731406
Set610,0.023763241614931194
Set611,0.014495784644405374
Set612,0.05317487013316732
Set613,0.006494218266701052
Set614,0.16400355408257794
Set615,0.03480219060625368
Set616,-0.006436115066720573
Set617,0.046949465945670295
Set618,0.042730693389796286
Set619,0.02766873305012327
Set62,0.19617004573215444
Set620,0.2641670986361351
Set621,0.16797984939359203
Set622,0.011209729622348815
Set623,0.007329315271827789
Set624,0.03072747302429769
Set625,0.03803546555543825
Set626,0.02290026416333968
Set627,0.025180296270575286
Set628,0.01938255518082451
Set629,0.003185779268957835
Set63,0.01307160481104694
Set630,0.0547395972617079
Set631,0.14904166847982875
