Set,KL Divergence
Set(2)139,-0.0349813940931057
Set(2)57,-0.0349813940931057
Set(2)118,-0.0326029208552889
Set(2)141,-0.0281792420845494
Set(2)32,-0.0253135913173276
Set(2)48,-0.0243345858712171
Set(2)31,-0.0182594555658711
Set(2)128,-0.0172115441458347
Set(2)12,-0.0167623612867854
Set(2)15,-0.0163298332572779
Set(2)2,-0.0150649160356379
Set(2)61,-0.0138463433757182
Set(2)55,-0.0133203857685683
Set(2)53,-0.0133203857685683
Set(2)26,-0.0120554685469283
Set(2)117,-0.0109419125307515
Set(2)52,-0.0099602092782292
Set(2)138,-0.0086076751665911
Set(2)17,-0.0064100467385996
Set(2)142,-0.0064100467385996
Set(2)47,-0.0064100467385996
Set(2)54,-0.0062662500171118
Set(2)144,-0.0062662500171118
Set(2)8,-0.0053621353185631
Set(2)114,-0.0053621353185631
Set(2)102,-0.0050013327954718
Set(2)71,-0.0050013327954718
Set(2)41,-0.0022380511875424
Set(2)34,-0.0017031539987424
Set(2)44,-0.0015869378162353
Set(2)108,-0.0015869378162353
Set(2)106,-0.0015869378162353
Set(2)119,-0.0013709845773312
Set(2)14,0.0010601276091869
Set(2)137,0.0014559080735749
Set(2)96,0.0023600227721236
Set(2)63,0.0023784588277766
Set(2)21,0.0025222555492643
Set(2)1,0.0029061996655086
Set(2)122,0.0058402915945222
Set(2)95,0.0063094204261648
Set(2)124,0.0063094204261648
Set(2)39,0.0063511735133555
Set(2)70,0.0068173251151494
Set(2)78,0.0074831655851853
Set(2)9,0.0078146649488191
Set(2)85,0.0092927117163471
Set(2)22,0.0092927117163471
Set(2)69,0.0095342508556395
Set(2)143,0.0096113576397291
Set(2)101,0.0096113576397291
Set(2)100,0.0118962777753382
Set(2)7,0.0133053169008464
Set(2)125,0.0133053169008464
Set(2)107,0.0142536217522681
Set(2)45,0.0142536217522681
Set(2)120,0.0142536217522681
Set(2)64,0.0144295162954201
Set(2)16,0.0152326271983785
Set(2)28,0.0152326271983785
Set(2)93,0.0165960903782103
Set(2)65,0.018200582340627
Set(2)19,0.0186490375562803
Set(2)87,0.0196184358660249
Set(2)132,0.0198980275917746
Set(2)136,0.0204920659882415
Set(2)89,0.0229074750804842
Set(2)82,0.0229074750804842
Set(2)81,0.023178843903147
Set(2)86,0.0242923999193238
Set(2)112,0.0254688859509772
Set(2)99,0.025519297150424
Set(2)111,0.0274560281459869
Set(2)46,0.0296014118219882
Set(2)58,0.0304277624337346
Set(2)13,0.0306914138881687
Set(2)109,0.0317616252430008
Set(2)60,0.0317616252430008
Set(2)97,0.0320145580100106
Set(2)77,0.0321430277218144
Set(2)146,0.0361870423759313
Set(2)121,0.0363474586295309
Set(2)88,0.0370331586175657
Set(2)24,0.0371082583764759
Set(2)90,0.0382436279971234
Set(2)27,0.0382436279971234
Set(2)83,0.0392091878631258
Set(2)66,0.0397741996679081
Set(2)130,0.0400929007920752
Set(2)35,0.040403841418136
Set(2)98,0.0405476381396237
Set(2)40,0.0405476381396237
Set(2)23,0.0412723640535774
Set(2)5,0.0412723640535774
Set(2)145,0.0412794441905624
Set(2)11,0.0415829108348895
Set(2)72,0.0427504108211053
Set(2)135,0.0429990300973828
Set(2)140,0.0499216603656976
Set(2)10,0.0499216603656976
Set(2)67,0.0521323018213539
Set(2)36,0.0549484312886199
Set(2)126,0.0557814494840296
Set(2)50,0.0576343036560863
Set(2)3,0.0596267510283297
Set(2)105,0.0633986263692799
Set(2)127,0.0647966898331116
Set(2)4,0.0658221925340557
Set(2)30,0.0699134209803752
Set(2)76,0.0739454112446372
Set(2)148,0.0748725445569702
Set(2)131,0.0767548154212574
Set(2)73,0.0790416038969034
Set(2)103,0.079608293425249
Set(2)37,0.0804577231593966
Set(2)59,0.0845400779107109
Set(2)110,0.0879196579362212
Set(2)147,0.0880384157561588
Set(2)123,0.0929126657938064
Set(2)20,0.0942180475332004
Set(2)29,0.0966726202750785
Set(2)115,0.1003175330804476
Set(2)116,0.1052784431163686
Set(2)68,0.1062781862475368
Set(2)91,0.1069758883675162
Set(2)84,0.1069942155823433
Set(2)92,0.1091752627521356
Set(2)79,0.1153493191050887
Set(2)42,0.1196063510722143
Set(2)94,0.1210888517376814
Set(2)80,0.1232947113764114
Set(2)56,0.1232947113764114
Set(2)113,0.1259354134232927
Set(2)74,0.1507240018958058
Set(2)75,0.1508769496521425
Set(2)134,0.159512507462182
Set(2)51,0.1727867544762995
Set(2)133,0.1983048412363977
Set(2)129,0.2004836097035149
Set(2)104,0.2087263795272713
Set(2)18,0.2250181020360596
Set(2)38,0.2482973944348584
Set(2)62,0.3014153580591337
Set(2)25,0.3505735035318231
Set(2)6,9.850222797835924
Set(2)43,9.857944955926612
Set(2)49,9.910843507099951
Set(2)33,9.916465712582724
