Row,Filename,topic_tag,Set
433,MM2output_id15_delay-1.5.mp4,対戦風景,Set(3)1
72,MM4output_id29_delay-1.5.mp4,アイテム,Set(3)1
410,MM1output_id22_delay-1.25.mp4,アイテム,Set(3)1
3,MF24output_id16_delay-1.25.mp4,対戦風景,Set(3)1
533,FF3output_id26_delay-1.0.mp4,対戦風景,Set(3)1
196,MF14output_id22_delay-1.0.mp4,対戦風景,Set(3)1
150,FF1output_id41_delay-0.75.mp4,対戦風景,Set(3)1
631,FF3output_id11_delay-0.75.mp4,対戦風景,Set(3)1
441,MF23output_id16_delay-0.5.mp4,対戦風景,Set(3)1
80,FF1output_id19_delay-0.5.mp4,アイテム,Set(3)1
442,MF23output_id9_delay0.0.mp4,ファイター,Set(3)1
227,FF2output_id31_delay0.0.mp4,対戦風景,Set(3)1
133,FF1output_id10_delay0.5.mp4,対戦風景,Set(3)1
492,MM2output_id30_delay0.5.mp4,対戦風景,Set(3)1
254,MM4output_id27_delay0.75.mp4,対戦風景,Set(3)1
423,FF2output_id11_delay0.75.mp4,アイテム,Set(3)1
304,FF1output_id21_delay1.0.mp4,対戦風景,Set(3)1
232,MF22output_id22_delay1.0.mp4,対戦風景,Set(3)1
330,MF21output_id28_delay1.25.mp4,対戦結果,Set(3)1
307,MM4output_id14_delay1.25.mp4,対戦風景,Set(3)1
68,MM4output_id10_delay1.5.mp4,対戦風景,Set(3)1
92,FF4output_id26_delay1.5.mp4,対戦風景,Set(3)1
118,MF14output_id20_delay1.75.mp4,対戦風景,Set(3)1
430,MF21output_id9_delay1.75.mp4,アシストフィギュア,Set(3)1
24,MF22output_id3_delay-1.5.mp4,ファイター,Set(3)2
144,FF3output_id8_delay-1.5.mp4,アイテム,Set(3)2
363,MF23output_id11_delay-1.25.mp4,対戦風景,Set(3)2
243,FF2output_id32_delay-1.25.mp4,対戦風景,Set(3)2
221,MM2output_id5_delay-1.0.mp4,対戦風景,Set(3)2
29,MF21output_id10_delay-1.0.mp4,対戦風景,Set(3)2
559,MF22output_id8_delay-0.75.mp4,対戦風景,Set(3)2
198,MM2output_id16_delay-0.75.mp4,対戦風景,Set(3)2
176,MF21output_id16_delay-0.5.mp4,対戦風景,Set(3)2
33,MF21output_id10_delay-0.5.mp4,対戦風景,Set(3)2
106,MF24output_id4_delay0.0.mp4,ファイター,Set(3)2
371,MM3output_id13_delay0.0.mp4,対戦風景,Set(3)2
156,MM1output_id23_delay0.5.mp4,対戦風景,Set(3)2
277,FF3output_id15_delay0.5.mp4,アイテム,Set(3)2
351,MF24output_id17_delay0.75.mp4,対戦風景,Set(3)2
231,FF1output_id20_delay0.75.mp4,対戦風景,Set(3)2
424,FF1output_id10_delay1.0.mp4,対戦風景,Set(3)2
136,FF1output_id36_delay1.0.mp4,対戦風景,Set(3)2
499,MF23output_id19_delay1.25.mp4,対戦風景,Set(3)2
282,FF1output_id47_delay1.25.mp4,対戦結果,Set(3)2
284,MF14output_id28_delay1.5.mp4,対戦風景,Set(3)2
21,MF13output_id18_delay1.5.mp4,対戦風景,Set(3)2
335,MF11output_id15_delay1.75.mp4,ファイター,Set(3)2
478,FF3output_id25_delay1.75.mp4,対戦風景,Set(3)2
289,FF3output_id19_delay-1.5.mp4,対戦風景,Set(3)3
193,FF1output_id18_delay-1.5.mp4,アイテム,Set(3)3
266,FF4output_id25_delay-1.25.mp4,アイテム,Set(3)3
506,MM1output_id25_delay-1.25.mp4,対戦風景,Set(3)3
629,MF13output_id9_delay-1.0.mp4,ファイター,Set(3)3
581,FF3output_id18_delay-1.0.mp4,対戦風景,Set(3)3
582,MF24output_id14_delay-0.75.mp4,対戦風景,Set(3)3
199,MF21output_id8_delay-0.75.mp4,アイテム,Set(3)3
345,MM2output_id18_delay-0.5.mp4,対戦風景,Set(3)3
152,MF22output_id18_delay-0.5.mp4,対戦風景,Set(3)3
610,MF24output_id18_delay0.0.mp4,対戦風景,Set(3)3
11,MM2output_id8_delay0.0.mp4,アイテム,Set(3)3
396,FF4output_id28_delay0.5.mp4,アイテム,Set(3)3
517,MF12output_id27_delay0.5.mp4,アイテム,Set(3)3
39,FF4output_id29_delay0.75.mp4,対戦風景,Set(3)3
110,MF14output_id7_delay0.75.mp4,ファイター,Set(3)3
617,MF13output_id33_delay1.0.mp4,対戦結果,Set(3)3
592,FF2output_id25_delay1.0.mp4,対戦風景,Set(3)3
475,MF23output_id3_delay1.25.mp4,ファイター,Set(3)3
403,MM4output_id8_delay1.25.mp4,アイテム,Set(3)3
237,FF2output_id13_delay1.5.mp4,対戦風景,Set(3)3
69,FF1output_id35_delay1.5.mp4,対戦風景,Set(3)3
215,MF21output_id22_delay1.75.mp4,アシストフィギュア,Set(3)3
383,MF21output_id6_delay1.75.mp4,アイテム,Set(3)3
265,FF1output_id45_delay-1.5.mp4,対戦風景,Set(3)4
288,MF23output_id19_delay-1.5.mp4,対戦風景,Set(3)4
75,FF1output_id43_delay-1.25.mp4,アイテム,Set(3)4
435,MM4output_id16_delay-1.25.mp4,アイテム,Set(3)4
77,MF14output_id16_delay-1.0.mp4,アイテム,Set(3)4
604,MF13output_id6_delay-1.0.mp4,ファイター,Set(3)4
391,MF13output_id22_delay-0.75.mp4,対戦風景,Set(3)4
55,MF13output_id30_delay-0.75.mp4,対戦結果,Set(3)4
129,MF21output_id9_delay-0.5.mp4,アシストフィギュア,Set(3)4
272,MF23output_id24_delay-0.5.mp4,対戦結果,Set(3)4
34,MM1output_id19_delay0.0.mp4,対戦風景,Set(3)4
587,MF24output_id23_delay0.0.mp4,対戦風景,Set(3)4
468,MF11output_id10_delay0.5.mp4,ファイター,Set(3)4
564,MF14output_id25_delay0.5.mp4,アイテム,Set(3)4
639,FF3output_id4_delay0.75.mp4,ファイター,Set(3)4
63,MM2output_id28_delay0.75.mp4,対戦風景,Set(3)4
65,FF3output_id19_delay1.0.mp4,対戦風景,Set(3)4
377,MF24output_id18_delay1.0.mp4,対戦風景,Set(3)4
42,MF23output_id7_delay1.25.mp4,対戦風景,Set(3)4
114,MF11output_id15_delay1.25.mp4,ファイター,Set(3)4
476,MM2output_id2_delay1.5.mp4,ファイター,Set(3)4
213,FF2output_id11_delay1.5.mp4,アイテム,Set(3)4
551,MF24output_id16_delay1.75.mp4,対戦風景,Set(3)4
575,MF13output_id21_delay1.75.mp4,対戦風景,Set(3)4
169,MF13output_id29_delay-1.5.mp4,対戦風景,Set(3)5
625,MF23output_id11_delay-1.5.mp4,対戦風景,Set(3)5
626,MF11output_id12_delay-1.25.mp4,対戦風景,Set(3)5
579,MF11output_id24_delay-1.25.mp4,対戦風景,Set(3)5
508,MM4output_id24_delay-1.0.mp4,対戦風景,Set(3)5
461,MF13output_id17_delay-1.0.mp4,アイテム,Set(3)5
535,MM2output_id8_delay-0.75.mp4,アイテム,Set(3)5
342,FF2output_id31_delay-0.75.mp4,対戦風景,Set(3)5
464,MF23output_id7_delay-0.5.mp4,対戦風景,Set(3)5
537,MF13output_id16_delay-0.5.mp4,対戦風景,Set(3)5
226,FF4output_id29_delay0.0.mp4,対戦風景,Set(3)5
202,FF3output_id28_delay0.0.mp4,対戦結果,Set(3)5
541,MF11output_id17_delay0.5.mp4,対戦風景,Set(3)5
12,MF23output_id6_delay0.5.mp4,対戦風景,Set(3)5
375,MF11output_id24_delay0.75.mp4,対戦風景,Set(3)5
615,MM3output_id22_delay0.75.mp4,対戦風景,Set(3)5
328,MF24output_id5_delay1.0.mp4,ファイター,Set(3)5
449,MM1output_id3_delay1.0.mp4,ファイター,Set(3)5
163,MM2output_id31_delay1.25.mp4,対戦風景,Set(3)5
498,MF23output_id2_delay1.25.mp4,ファイター,Set(3)5
380,MM3output_id23_delay1.5.mp4,対戦風景,Set(3)5
188,MF23output_id11_delay1.5.mp4,対戦風景,Set(3)5
527,MM2output_id29_delay1.75.mp4,対戦風景,Set(3)5
263,FF3output_id18_delay1.75.mp4,対戦風景,Set(3)5
241,MF21output_id19_delay-1.5.mp4,アシストフィギュア,Set(3)6
240,MF21output_id28_delay-1.5.mp4,対戦結果,Set(3)6
51,MF21output_id13_delay-1.25.mp4,対戦風景,Set(3)6
291,MF12output_id18_delay-1.25.mp4,ファイター,Set(3)6
220,MF22output_id22_delay-1.0.mp4,対戦風景,Set(3)6
485,FF2output_id9_delay-1.0.mp4,アイテム,Set(3)6
366,MM4output_id15_delay-0.75.mp4,対戦風景,Set(3)6
270,FF3output_id17_delay-0.75.mp4,アイテム,Set(3)6
369,MF21output_id20_delay-0.5.mp4,対戦風景,Set(3)6
417,MM4output_id14_delay-0.5.mp4,対戦風景,Set(3)6
251,MM1output_id28_delay0.0.mp4,対戦風景,Set(3)6
467,MM1output_id8_delay0.0.mp4,対戦風景,Set(3)6
60,MM2output_id18_delay0.5.mp4,対戦風景,Set(3)6
109,MF23output_id16_delay0.5.mp4,対戦風景,Set(3)6
183,MM2output_id31_delay0.75.mp4,対戦風景,Set(3)6
206,MF21output_id3_delay0.75.mp4,対戦風景,Set(3)6
569,MF12output_id33_delay1.0.mp4,対戦結果,Set(3)6
280,FF2output_id27_delay1.0.mp4,対戦風景,Set(3)6
378,MF12output_id5_delay1.25.mp4,ファイター,Set(3)6
187,FF2output_id10_delay1.25.mp4,アイテム,Set(3)6
381,MF13output_id21_delay1.5.mp4,対戦風景,Set(3)6
141,MF22output_id14_delay1.5.mp4,アイテム,Set(3)6
